Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p7_quicksort,0.071341999922879,0.0931905910775919,0.1747827000217512,0.0810859846672604,14.928111756924745
10000,prompt_1,p7_quicksort,0.9118459000019355,1.143623338722598,1.4323263000696898,1.022403783731177,11.85632887126458
1000,prompt_2,p7_quicksort,0.0873670999426394,0.0945853233581506,0.2352294999873265,0.0810859846672604,16.648177544227014
10000,prompt_2,p7_quicksort,1.1043458000058308,1.1607996371794291,1.5896967999869958,1.022403783731177,13.536320546779281
1000,prompt_3,p7_quicksort,0.0880943000083789,0.0946358875048181,0.274437699932605,0.0810859846672604,16.710536220482833
10000,prompt_3,p7_quicksort,1.0996672000037506,1.1596440080962875,1.6096114000538364,1.022403783731177,13.423289951477274
1000,prompt_4,p7_quicksort,0.0272472000215202,0.0919432999173865,0.2672323998995125,0.0810859846672604,13.389879021238427
10000,prompt_4,p7_quicksort,0.3515058000339195,1.124478423887595,1.4975122000323609,1.022403783731177,9.983789358046486
100000,prompt_4,p7_quicksort,4.749510900001042,4.887491468000226,5.085826000082307,4.887491468000226,0.0
1000,prompt_5,p7_quicksort,0.0424983999691903,0.0810859846672604,0.1930860000429675,0.0810859846672604,0.0
10000,prompt_5,p7_quicksort,0.6284240999957547,1.022403783731177,1.4455077999737114,1.022403783731177,0.0
1000,prompt_6,p7_quicksort,0.0705405001062899,0.0910902977402914,0.1461911001242697,0.0810859846672604,12.337906623547953
10000,prompt_6,p7_quicksort,0.9027865999378264,1.122849022927694,1.4356584001798185,1.022403783731177,9.824419744413547
