problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p7_quicksort,prompt_1,1,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],1000,0.09091050003189594,0.09523311500553973,0.10442220000550151,N/A
p7_quicksort,prompt_1,1,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],10000,1.1201458000577986,1.1487486079963856,1.3083973999600857,N/A
p7_quicksort,prompt_1,1,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,2,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],1000,0.09082089993171394,0.09466055899043567,0.10265310003887862,N/A
p7_quicksort,prompt_1,2,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],10000,1.1083897999487817,1.1352868449967355,1.1773144999751821,N/A
p7_quicksort,prompt_1,2,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,3,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],1000,0.09063510003034025,0.0948127389990259,0.14929200010374188,N/A
p7_quicksort,prompt_1,3,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],10000,1.1159163999836892,1.140766350000631,1.1785340000642464,N/A
p7_quicksort,prompt_1,3,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,4,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],1000,0.0893679999280721,0.09322117000585423,0.10136710002552718,N/A
p7_quicksort,prompt_1,4,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],10000,1.1362298999447376,1.1705129279999529,1.2162137000123039,N/A
p7_quicksort,prompt_1,4,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,5,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        else:\n            pivot = arr[len(arr) // 2]\n            left = [x for x in arr if x < pivot]\n            middle = [x for x in arr if x == pivot]\n            right = [x for x in arr if x > pivot]\n            return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],1000,0.08993060002103448,0.09350898200762459,0.10107700002845377,N/A
p7_quicksort,prompt_1,5,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        else:\n            pivot = arr[len(arr) // 2]\n            left = [x for x in arr if x < pivot]\n            middle = [x for x in arr if x == pivot]\n            right = [x for x in arr if x > pivot]\n            return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],10000,1.102695900015533,1.1455323579988907,1.2551108000334352,N/A
p7_quicksort,prompt_1,5,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        else:\n            pivot = arr[len(arr) // 2]\n            left = [x for x in arr if x < pivot]\n            middle = [x for x in arr if x == pivot]\n            right = [x for x in arr if x > pivot]\n            return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,6,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],1000,0.08960950002074242,0.0937029050057754,0.11232869990635663,N/A
p7_quicksort,prompt_1,6,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],10000,1.105271700071171,1.1338019690010697,1.1787514999741688,N/A
p7_quicksort,prompt_1,6,['def funcImp(arg1):\n\n    def quicksort(arr):\n        if len(arr) <= 1:\n            return arr\n        pivot = arr[len(arr) // 2]\n        left = [x for x in arr if x < pivot]\n        middle = [x for x in arr if x == pivot]\n        right = [x for x in arr if x > pivot]\n        return quicksort(left) + middle + quicksort(right)\n    return quicksort(arg1)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,7,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],1000,0.08926909998990595,0.09311158700380474,0.11041159997694194,N/A
p7_quicksort,prompt_1,7,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],10000,1.1363927000202239,1.165328197996132,1.2158947000280023,N/A
p7_quicksort,prompt_1,7,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p7_quicksort,prompt_1,8,['def funcImp(arg1):\n    if len(arg1) <= 1:\n        return arg1\n    else:\n        pivot = arg1[len(arg1) // 2]\n        left = [x for x in arg1 if x < pivot]\n        middle = [x for x in arg1 if x == pivot]\n        right = [x for x in arg1 if x > pivot]\n        return funcImp(left) + middle + funcImp(right)'],1000,0.09104269999079406,0.09370119300438091,0.10055550001561642,N/A
