problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p1_find_missing_number,prompt_1,1,['def funcImp(arg1):\n    max_num = max(arg1)\n    total = max_num * (max_num + 1) // 2\n    return total - sum(arg1)'],1000,0.0006655000615864992,0.0006867860071361065,0.0008419000077992678,N/A
p1_find_missing_number,prompt_1,1,['def funcImp(arg1):\n    max_num = max(arg1)\n    total = max_num * (max_num + 1) // 2\n    return total - sum(arg1)'],10000,0.006000800058245659,0.006364945990499109,0.007528599817305803,N/A
p1_find_missing_number,prompt_1,1,['def funcImp(arg1):\n    max_num = max(arg1)\n    total = max_num * (max_num + 1) // 2\n    return total - sum(arg1)'],100000,0.10621520015411079,0.11088754900032655,0.12946689990349114,N/A
p1_find_missing_number,prompt_1,2,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_elements = sum(arg1)\n    return total - sum_of_elements'],1000,0.00022120005451142788,0.00022603601217269898,0.00025250017642974854,N/A
p1_find_missing_number,prompt_1,2,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_elements = sum(arg1)\n    return total - sum_of_elements'],10000,0.0020401999354362488,0.0020683130086399616,0.0022150001022964716,N/A
p1_find_missing_number,prompt_1,2,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_elements = sum(arg1)\n    return total - sum_of_elements'],100000,0.06480649998411536,0.06787085300777107,0.07351860008202493,N/A
p1_find_missing_number,prompt_1,3,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expectedSum = n * (n + 1) // 2\n    foundSum = sum(arg1)\n    missingNumber = expectedSum - foundSum\n    pass'],1000,0.00022060004994273186,0.00022841099416837096,0.0002468000166118145,N/A
p1_find_missing_number,prompt_1,3,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expectedSum = n * (n + 1) // 2\n    foundSum = sum(arg1)\n    missingNumber = expectedSum - foundSum\n    pass'],10000,0.00197049998678267,0.0021321109822019933,0.0031856000423431396,N/A
p1_find_missing_number,prompt_1,3,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expectedSum = n * (n + 1) // 2\n    foundSum = sum(arg1)\n    missingNumber = expectedSum - foundSum\n    pass'],100000,0.06689480016939342,0.0704056769865565,0.09945770003832877,N/A
p1_find_missing_number,prompt_1,4,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_list = sum(arg1)\n    return total - sum_of_list'],1000,0.00022629997693002224,0.00023111401125788689,0.00025780010037124157,N/A
p1_find_missing_number,prompt_1,4,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_list = sum(arg1)\n    return total - sum_of_list'],10000,0.0019706999883055687,0.0020916819921694696,0.0024017998948693275,N/A
p1_find_missing_number,prompt_1,4,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_list = sum(arg1)\n    return total - sum_of_list'],100000,0.0653757001273334,0.0679571310034953,0.07376400008797646,N/A
p1_find_missing_number,prompt_1,5,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_arr = sum(arg1)\n    return total - sum_of_arr'],1000,0.0002259998582303524,0.00023058100370690226,0.00024640001356601715,N/A
p1_find_missing_number,prompt_1,5,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_arr = sum(arg1)\n    return total - sum_of_arr'],10000,0.0020673000253736973,0.0021453470014967026,0.0025504999794065952,N/A
p1_find_missing_number,prompt_1,5,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_arr = sum(arg1)\n    return total - sum_of_arr'],100000,0.06515859998762608,0.06756800500443205,0.07342009991407394,N/A
p1_find_missing_number,prompt_1,6,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_arg1 = sum(arg1)\n    return total - sum_of_arg1'],1000,0.00022119982168078423,0.00022892199223861098,0.0005182998720556498,N/A
p1_find_missing_number,prompt_1,6,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_arg1 = sum(arg1)\n    return total - sum_of_arg1'],10000,0.0019704001024365425,0.0020569769898429514,0.002267699921503663,N/A
p1_find_missing_number,prompt_1,6,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_arg1 = sum(arg1)\n    return total - sum_of_arg1'],100000,0.06465519987978041,0.0676598260132596,0.07316899998113513,N/A
p1_find_missing_number,prompt_1,7,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_arg1 = sum(arg1)\n    return total - sum_of_arg1'],1000,0.0002226999495178461,0.00023192699998617172,0.00026110000908374786,N/A
p1_find_missing_number,prompt_1,7,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_arg1 = sum(arg1)\n    return total - sum_of_arg1'],10000,0.0019845999777317047,0.002096516985911876,0.002777199959382415,N/A
p1_find_missing_number,prompt_1,7,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) / 2\n    sum_of_arg1 = sum(arg1)\n    return total - sum_of_arg1'],100000,0.06512959999963641,0.06711694798897952,0.07239149999804795,N/A
