problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p2_find_duplicate_number,prompt_1,1,['def funcImp(arg1):\n    numbers_set = set()\n    for num in arg1:\n        if num in numbers_set:\n            return num\n        numbers_set.add(num)\n    return None'],1000,0.0023630999494343996,0.0024666860117577016,0.003039299976080656,N/A
p2_find_duplicate_number,prompt_1,1,['def funcImp(arg1):\n    numbers_set = set()\n    for num in arg1:\n        if num in numbers_set:\n            return num\n        numbers_set.add(num)\n    return None'],10000,0.01038450002670288,0.01158471600851044,0.018598099937662482,N/A
p2_find_duplicate_number,prompt_1,1,['def funcImp(arg1):\n    numbers_set = set()\n    for num in arg1:\n        if num in numbers_set:\n            return num\n        numbers_set.add(num)\n    return None'],100000,0.44379799999296665,0.46969192100688817,0.5100213999394327,N/A
p2_find_duplicate_number,prompt_1,2,['def funcImp(arg1):\n    count = {}\n    for num in arg1:\n        if num in count:\n            return num\n        count[num] = 1'],1000,0.0025092000141739845,0.0026695809978991747,0.003686700016260147,N/A
p2_find_duplicate_number,prompt_1,2,['def funcImp(arg1):\n    count = {}\n    for num in arg1:\n        if num in count:\n            return num\n        count[num] = 1'],10000,0.011938800103962421,0.01259714501677081,0.01781820016913116,N/A
p2_find_duplicate_number,prompt_1,2,['def funcImp(arg1):\n    count = {}\n    for num in arg1:\n        if num in count:\n            return num\n        count[num] = 1'],100000,0.37996000004932284,0.39773552999598905,0.42007009987719357,N/A
p2_find_duplicate_number,prompt_1,3,['def funcImp(arg1):\n    visited = set()\n    for num in arg1:\n        if num in visited:\n            return num\n        visited.add(num)\n    return -1'],1000,0.0023421000223606825,0.0024672730034217237,0.002624599961563945,N/A
p2_find_duplicate_number,prompt_1,3,['def funcImp(arg1):\n    visited = set()\n    for num in arg1:\n        if num in visited:\n            return num\n        visited.add(num)\n    return -1'],10000,0.010415799915790558,0.011284438013099134,0.01642530015669763,N/A
p2_find_duplicate_number,prompt_1,3,['def funcImp(arg1):\n    visited = set()\n    for num in arg1:\n        if num in visited:\n            return num\n        visited.add(num)\n    return -1'],100000,0.4450868999119848,0.46435727099655194,0.521641899831593,N/A
p2_find_duplicate_number,prompt_1,4,['def funcImp(arg1):\n    if len(set(arg1)) != len(arg1):\n        counter = {}\n        for num in arg1:\n            if num not in counter:\n                counter[num] = 0\n            counter[num] += 1\n            if counter[num] > 1:\n                return num\n    return -1'],1000,0.0061235998291522264,0.0065162389911711215,0.009766899980604649,N/A
p2_find_duplicate_number,prompt_1,4,['def funcImp(arg1):\n    if len(set(arg1)) != len(arg1):\n        counter = {}\n        for num in arg1:\n            if num not in counter:\n                counter[num] = 0\n            counter[num] += 1\n            if counter[num] > 1:\n                return num\n    return -1'],10000,0.03197190002538264,0.03427444401429966,0.041823700070381165,N/A
p2_find_duplicate_number,prompt_1,4,['def funcImp(arg1):\n    if len(set(arg1)) != len(arg1):\n        counter = {}\n        for num in arg1:\n            if num not in counter:\n                counter[num] = 0\n            counter[num] += 1\n            if counter[num] > 1:\n                return num\n    return -1'],100000,0.9582467000000179,0.9842811110126786,1.045770199969411,N/A
p2_find_duplicate_number,prompt_1,5,['def funcImp(arg1):\n    counts = {}\n    for num in arg1:\n        if num in counts:\n            return num\n        counts[num] = 1\n    return None'],1000,0.0024693000596016645,0.0026288620033301413,0.003543199971318245,N/A
p2_find_duplicate_number,prompt_1,5,['def funcImp(arg1):\n    counts = {}\n    for num in arg1:\n        if num in counts:\n            return num\n        counts[num] = 1\n    return None'],10000,0.011667300015687943,0.012463062996976077,0.021648500114679337,N/A
p2_find_duplicate_number,prompt_1,5,['def funcImp(arg1):\n    counts = {}\n    for num in arg1:\n        if num in counts:\n            return num\n        counts[num] = 1\n    return None'],100000,0.3809873000718653,0.3943950380012393,0.4268249999731779,N/A
p2_find_duplicate_number,prompt_1,6,"['from typing import List, Union\n\ndef funcImp(arg1: List[int]) -> Union[int, None]:\n    arg1.sort()\n    for i in range(len(arg1) - 1):\n        if arg1[i] == arg1[i + 1]:\n            return arg1[i]\n    return None']",1000,0.001159599982202053,0.0012199999997392296,0.001320800045505166,N/A
p2_find_duplicate_number,prompt_1,6,"['from typing import List, Union\n\ndef funcImp(arg1: List[int]) -> Union[int, None]:\n    arg1.sort()\n    for i in range(len(arg1) - 1):\n        if arg1[i] == arg1[i + 1]:\n            return arg1[i]\n    return None']",10000,0.019047999987378716,0.02030761299887672,0.026362800039350986,N/A
p2_find_duplicate_number,prompt_1,6,"['from typing import List, Union\n\ndef funcImp(arg1: List[int]) -> Union[int, None]:\n    arg1.sort()\n    for i in range(len(arg1) - 1):\n        if arg1[i] == arg1[i + 1]:\n            return arg1[i]\n    return None']",100000,0.17111869994550943,0.17989233499392868,0.19825170002877712,N/A
p2_find_duplicate_number,prompt_1,7,"[""def funcImp(arg1):\n    checked_nums = set()\n    for num in arg1:\n        if num in checked_nums:\n            return num\n        checked_nums.add(num)\n    return 'No duplicates present'""]",1000,0.002307299990206957,0.002445333001669496,0.0027974999975413084,N/A
p2_find_duplicate_number,prompt_1,7,"[""def funcImp(arg1):\n    checked_nums = set()\n    for num in arg1:\n        if num in checked_nums:\n            return num\n        checked_nums.add(num)\n    return 'No duplicates present'""]",10000,0.010664900066331029,0.011079096999019385,0.014734899858012795,N/A
p2_find_duplicate_number,prompt_1,7,"[""def funcImp(arg1):\n    checked_nums = set()\n    for num in arg1:\n        if num in checked_nums:\n            return num\n        checked_nums.add(num)\n    return 'No duplicates present'""]",100000,0.4421842999290675,0.4663892929884605,0.501311699859798,N/A
p2_find_duplicate_number,prompt_1,8,"['from typing import List, Union\n\ndef funcImp(arg1: List[int]) -> Union[int, None]:\n    freq_dict = {}\n    for num in arg1:\n        if num in freq_dict:\n            return num\n        freq_dict[num] = 1\n    return None']",1000,0.0025868001393973827,0.002652336000464857,0.0029054000042378902,N/A
p2_find_duplicate_number,prompt_1,8,"['from typing import List, Union\n\ndef funcImp(arg1: List[int]) -> Union[int, None]:\n    freq_dict = {}\n    for num in arg1:\n        if num in freq_dict:\n            return num\n        freq_dict[num] = 1\n    return None']",10000,0.011531699914485216,0.012476158998906613,0.014568299986422062,N/A
p2_find_duplicate_number,prompt_1,8,"['from typing import List, Union\n\ndef funcImp(arg1: List[int]) -> Union[int, None]:\n    freq_dict = {}\n    for num in arg1:\n        if num in freq_dict:\n            return num\n        freq_dict[num] = 1\n    return None']",100000,0.3737669000402093,0.39294589798897506,0.4153815999161452,N/A
p2_find_duplicate_number,prompt_1,9,['def funcImp(arg1):\n    num_count = {}\n    for num in arg1:\n        if num in num_count:\n            return num\n        else:\n            num_count[num] = 1\n    return None'],1000,0.002505300100892782,0.0026445480156689883,0.0032731001265347004,N/A
p2_find_duplicate_number,prompt_1,9,['def funcImp(arg1):\n    num_count = {}\n    for num in arg1:\n        if num in num_count:\n            return num\n        else:\n            num_count[num] = 1\n    return None'],10000,0.011550000170245767,0.012759330004919321,0.0274038000497967,N/A
p2_find_duplicate_number,prompt_1,9,['def funcImp(arg1):\n    num_count = {}\n    for num in arg1:\n        if num in num_count:\n            return num\n        else:\n            num_count[num] = 1\n    return None'],100000,0.37957299989648163,0.3947484730067663,0.42008730000816286,N/A
p2_find_duplicate_number,prompt_1,10,"[""def funcImp(arg1):\n    checked_values = set()\n    for num in arg1:\n        if num in checked_values:\n            return num\n        checked_values.add(num)\n    raise ValueError('No duplicates found in the list')""]",1000,0.0023484998382627964,0.0024629329959861934,0.002844500122591853,N/A
p2_find_duplicate_number,prompt_1,10,"[""def funcImp(arg1):\n    checked_values = set()\n    for num in arg1:\n        if num in checked_values:\n            return num\n        checked_values.add(num)\n    raise ValueError('No duplicates found in the list')""]",10000,0.010864899959415197,0.011860179991926997,0.017261500004678965,N/A
p2_find_duplicate_number,prompt_1,10,"[""def funcImp(arg1):\n    checked_values = set()\n    for num in arg1:\n        if num in checked_values:\n            return num\n        checked_values.add(num)\n    raise ValueError('No duplicates found in the list')""]",100000,0.4529989000875503,0.49435620500473304,0.6962333000265062,N/A
p2_find_duplicate_number,prompt_1,11,['def funcImp(arg1):\n    already_seen = []\n    for num in arg1:\n        if num in already_seen:\n            return num\n        already_seen.append(num)\n    return None'],1000,0.10111940000206232,0.10448364100186154,0.12418460007756948,N/A
p2_find_duplicate_number,prompt_1,11,['def funcImp(arg1):\n    already_seen = []\n    for num in arg1:\n        if num in already_seen:\n            return num\n        already_seen.append(num)\n    return None'],10000,1.4248471001628786,1.475514497999102,1.6719426999334246,N/A
p2_find_duplicate_number,prompt_1,11,['def funcImp(arg1):\n    already_seen = []\n    for num in arg1:\n        if num in already_seen:\n            return num\n        already_seen.append(num)\n    return None'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p2_find_duplicate_number,prompt_1,12,"[""from typing import List\nfrom collections import Counter\n\ndef funcImp(arg1: List[int]) -> int:\n    count = Counter(arg1)\n    for key in count:\n        if count[key] > 1:\n            return key\n    return 'No duplicates found'""]",1000,0.0026347001548856497,0.0028009820031002163,0.0031979000195860863,N/A
p2_find_duplicate_number,prompt_1,12,"[""from typing import List\nfrom collections import Counter\n\ndef funcImp(arg1: List[int]) -> int:\n    count = Counter(arg1)\n    for key in count:\n        if count[key] > 1:\n            return key\n    return 'No duplicates found'""]",10000,0.023322499822825193,0.0243463709927164,0.028117199894040823,N/A
p2_find_duplicate_number,prompt_1,12,"[""from typing import List\nfrom collections import Counter\n\ndef funcImp(arg1: List[int]) -> int:\n    count = Counter(arg1)\n    for key in count:\n        if count[key] > 1:\n            return key\n    return 'No duplicates found'""]",100000,0.44033699994906783,0.463336388010066,0.4874030000064522,N/A
p2_find_duplicate_number,prompt_1,13,"['def funcImp(arg1):\n    dict_nums = {}\n    for num in arg1:\n        if num in dict_nums:\n            dict_nums[num] += 1\n        else:\n            dict_nums[num] = 1\n    duplicates = [num for num, count in dict_nums.items() if count > 1]\n    return duplicates']",1000,0.004221700131893158,0.004465961998794228,0.005326199810951948,N/A
