problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p3_find_n_smallest_number,prompt_1,1,"['from heapq import nsmallest\nfrom typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 <= 0:\n        return []\n    smallest_nums = nsmallest(arg2, enumerate(arg1), key=lambda x: x[1])\n    return [i[0] for i in smallest_nums]']",1000,0.004611399956047535,0.004981981993187219,0.0068368997890502214,N/A
p3_find_n_smallest_number,prompt_1,1,"['from heapq import nsmallest\nfrom typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 <= 0:\n        return []\n    smallest_nums = nsmallest(arg2, enumerate(arg1), key=lambda x: x[1])\n    return [i[0] for i in smallest_nums]']",10000,0.04297820013016462,0.044919058999512346,0.05166830006055534,N/A
p3_find_n_smallest_number,prompt_1,1,"['from heapq import nsmallest\nfrom typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 <= 0:\n        return []\n    smallest_nums = nsmallest(arg2, enumerate(arg1), key=lambda x: x[1])\n    return [i[0] for i in smallest_nums]']",100000,0.4213853001128882,0.4282633430068381,0.44852339988574386,N/A
p3_find_n_smallest_number,prompt_1,2,"['def funcImp(arg1, arg2):\n    return [i[0] for i in sorted(enumerate(arg1), key=lambda x: x[1])[:arg2]]']",1000,0.008509600069373846,0.009845490001607686,0.04271319997496903,N/A
p3_find_n_smallest_number,prompt_1,2,"['def funcImp(arg1, arg2):\n    return [i[0] for i in sorted(enumerate(arg1), key=lambda x: x[1])[:arg2]]']",10000,0.14111610013060272,0.14545397400623186,0.1605407998431474,N/A
p3_find_n_smallest_number,prompt_1,2,"['def funcImp(arg1, arg2):\n    return [i[0] for i in sorted(enumerate(arg1), key=lambda x: x[1])[:arg2]]']",100000,2.064920200034976,2.094820406998042,2.131428300170228,N/A
p3_find_n_smallest_number,prompt_1,3,"['def funcImp(arg1, arg2):\n    return sorted(range(len(arg1)), key=lambda x: arg1[x])[:arg2]']",1000,0.007158999796956778,0.007857574983499944,0.010626599891111255,N/A
p3_find_n_smallest_number,prompt_1,3,"['def funcImp(arg1, arg2):\n    return sorted(range(len(arg1)), key=lambda x: arg1[x])[:arg2]']",10000,0.11315230000764132,0.11710069099906832,0.1352770000230521,N/A
p3_find_n_smallest_number,prompt_1,3,"['def funcImp(arg1, arg2):\n    return sorted(range(len(arg1)), key=lambda x: arg1[x])[:arg2]']",100000,1.585280700121075,1.6080522790155374,1.6594942999072373,N/A
p3_find_n_smallest_number,prompt_1,4,"['from typing import List\nimport heapq\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 > len(arg1):\n        return []\n    return [i for i, _ in heapq.nsmallest(arg2, enumerate(arg1), key=lambda x: x[1])]']",1000,0.0046983000356704,0.005105013998690993,0.008538400055840611,N/A
p3_find_n_smallest_number,prompt_1,4,"['from typing import List\nimport heapq\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 > len(arg1):\n        return []\n    return [i for i, _ in heapq.nsmallest(arg2, enumerate(arg1), key=lambda x: x[1])]']",10000,0.0439279000274837,0.045935827996581795,0.05816909996792674,N/A
p3_find_n_smallest_number,prompt_1,4,"['from typing import List\nimport heapq\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 > len(arg1):\n        return []\n    return [i for i, _ in heapq.nsmallest(arg2, enumerate(arg1), key=lambda x: x[1])]']",100000,0.41882720007561147,0.4265808660001494,0.4444798999466002,N/A
p3_find_n_smallest_number,prompt_1,5,"[""from typing import List\nimport heapq\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 > len(arg1):\n        return 'Error: arg2 is larger than the size of the list arg1'\n    count = {}\n    for idx, num in enumerate(arg1):\n        if num in count:\n            count[num].append(idx)\n        else:\n            count[num] = [idx]\n    sorted_items = sorted(count.items())\n    result = []\n    for k, v in sorted_items:\n        if len(v) < arg2:\n            result += v\n            arg2 -= len(v)\n        else:\n            result += v[:arg2]\n            break\n    return result""]",1000,0.01565790013410151,0.01662861499702558,0.020752100041136146,N/A
p3_find_n_smallest_number,prompt_1,5,"[""from typing import List\nimport heapq\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 > len(arg1):\n        return 'Error: arg2 is larger than the size of the list arg1'\n    count = {}\n    for idx, num in enumerate(arg1):\n        if num in count:\n            count[num].append(idx)\n        else:\n            count[num] = [idx]\n    sorted_items = sorted(count.items())\n    result = []\n    for k, v in sorted_items:\n        if len(v) < arg2:\n            result += v\n            arg2 -= len(v)\n        else:\n            result += v[:arg2]\n            break\n    return result""]",10000,0.2561383000575006,0.2616425320203416,0.26952049997635186,N/A
p3_find_n_smallest_number,prompt_1,5,"[""from typing import List\nimport heapq\n\ndef funcImp(arg1: List[int], arg2: int) -> List[int]:\n    if arg2 > len(arg1):\n        return 'Error: arg2 is larger than the size of the list arg1'\n    count = {}\n    for idx, num in enumerate(arg1):\n        if num in count:\n            count[num].append(idx)\n        else:\n            count[num] = [idx]\n    sorted_items = sorted(count.items())\n    result = []\n    for k, v in sorted_items:\n        if len(v) < arg2:\n            result += v\n            arg2 -= len(v)\n        else:\n            result += v[:arg2]\n            break\n    return result""]",100000,4.214763399912044,4.323214380983263,5.964293900178745,N/A
p3_find_n_smallest_number,prompt_1,6,"['def funcImp(arg1, arg2):\n    if arg2 <= 0 or arg2 > len(arg1):\n        return []\n    else:\n        sorted_list = sorted([(x, i) for i, x in enumerate(arg1)])[:arg2]\n        indices = [i for x, i in sorted_list]\n        return indices']",1000,0.01210330007597804,0.012976966984570026,0.029860900016501546,N/A
p3_find_n_smallest_number,prompt_1,6,"['def funcImp(arg1, arg2):\n    if arg2 <= 0 or arg2 > len(arg1):\n        return []\n    else:\n        sorted_list = sorted([(x, i) for i, x in enumerate(arg1)])[:arg2]\n        indices = [i for x, i in sorted_list]\n        return indices']",10000,0.18118610000237823,0.1862904319842346,0.19626490003429353,N/A
p3_find_n_smallest_number,prompt_1,6,"['def funcImp(arg1, arg2):\n    if arg2 <= 0 or arg2 > len(arg1):\n        return []\n    else:\n        sorted_list = sorted([(x, i) for i, x in enumerate(arg1)])[:arg2]\n        indices = [i for x, i in sorted_list]\n        return indices']",100000,2.8630892001092434,2.9046854190109297,2.9757035998627543,N/A
p3_find_n_smallest_number,prompt_1,7,"['def funcImp(arg1, arg2):\n    sorted_indexes = sorted(range(len(arg1)), key=lambda k: arg1[k])\n    return sorted_indexes[:arg2]']",1000,0.007270399946719408,0.007767413007095456,0.009330299915745854,N/A
p3_find_n_smallest_number,prompt_1,7,"['def funcImp(arg1, arg2):\n    sorted_indexes = sorted(range(len(arg1)), key=lambda k: arg1[k])\n    return sorted_indexes[:arg2]']",10000,0.11023440002463758,0.1138323280075565,0.12056279997341335,N/A
p3_find_n_smallest_number,prompt_1,7,"['def funcImp(arg1, arg2):\n    sorted_indexes = sorted(range(len(arg1)), key=lambda k: arg1[k])\n    return sorted_indexes[:arg2]']",100000,1.581969999941066,1.6093701500073074,1.675333600025624,N/A
