Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p6_removing_duplicates,0.0009210999996867,0.0514784144798555,2.095729199994821,0.0016174444805626,3082.7005562472
10000,prompt_1,p6_removing_duplicates,0.0238910999905783,0.032846918904413,0.126445000001695,0.0320209946696704,2.579320983819709
100000,prompt_1,p6_removing_duplicates,0.5250791999860667,0.8716416082880021,5.479437999980291,0.6008953256800538,45.0571457352469
1000,prompt_2,p6_removing_duplicates,0.0009222000080626,0.0048520107303047,0.2414549000095576,0.0016174444805626,199.98004807046064
10000,prompt_2,p6_removing_duplicates,0.0239156000025104,0.033255796479465,0.1804620000184513,0.0320209946696704,3.8562256498677034
100000,prompt_2,p6_removing_duplicates,0.5263808000017889,0.6263110404184542,1.4174829999974463,0.6008953256800538,4.229640946139263
1000,prompt_3,p6_removing_duplicates,0.0009185000089928,0.0062465097499981,0.2876099999994039,0.0016174444805626,286.1962388857613
10000,prompt_3,p6_removing_duplicates,0.0238437999796587,0.0339354215406281,0.1072286999842617,0.0320209946696704,5.978661471034823
100000,prompt_3,p6_removing_duplicates,0.5331646999984514,0.6287840743980023,1.311189000000013,0.6008953256800538,4.641199145023454
1000,prompt_4,p6_removing_duplicates,0.0009183000074699,0.0016174444805626,0.0100944999721832,0.0016174444805626,0.0
10000,prompt_4,p6_removing_duplicates,0.0239355000085197,0.0320209946696704,0.0936808000260498,0.0320209946696704,0.0
100000,prompt_4,p6_removing_duplicates,0.5315356999635696,0.6104717385601603,1.3381234999978917,0.6008953256800538,1.5936906930119024
1000,prompt_5,p6_removing_duplicates,0.0009271999588236,0.0160110917983216,0.2550516000483185,0.0016174444805626,889.9005493377073
10000,prompt_5,p6_removing_duplicates,0.0240964000113308,0.0368448265557396,0.0933891999884508,0.0320209946696704,15.064591015463453
100000,prompt_5,p6_removing_duplicates,0.5361160000320524,0.6506574297336888,1.409237899992149,0.6008953256800538,8.281326535086214
1000,prompt_6,p6_removing_duplicates,0.0006726999999955,0.0016230972196964,0.0131625999929383,0.0016174444805626,0.3494858217225382
10000,prompt_6,p6_removing_duplicates,0.0009146999800577,0.0342787743601365,0.1494745999807492,0.0320209946696704,7.050935530758585
100000,prompt_6,p6_removing_duplicates,0.0035630999482236,0.6008953256800538,1.3013237999984997,0.6008953256800538,0.0
