problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p4_sum_array_pairs,prompt_1,1,"['def funcImp(arr, target_sum):\n    elements_count = {}\n    pairs_count = 0\n    for i in arr:\n        needed_value = target_sum - i\n        if needed_value in elements_count:\n            pairs_count += elements_count[needed_value]\n        elements_count[i] = elements_count.get(i, 0) + 1\n    return pairs_count']",1000,0.0067469999999900665,0.007147475000000725,0.007658700000007457,N/A
p4_sum_array_pairs,prompt_1,1,"['def funcImp(arr, target_sum):\n    elements_count = {}\n    pairs_count = 0\n    for i in arr:\n        needed_value = target_sum - i\n        if needed_value in elements_count:\n            pairs_count += elements_count[needed_value]\n        elements_count[i] = elements_count.get(i, 0) + 1\n    return pairs_count']",10000,0.07183260000002178,0.07468932099999989,0.08675039999999967,N/A
p4_sum_array_pairs,prompt_1,1,"['def funcImp(arr, target_sum):\n    elements_count = {}\n    pairs_count = 0\n    for i in arr:\n        needed_value = target_sum - i\n        if needed_value in elements_count:\n            pairs_count += elements_count[needed_value]\n        elements_count[i] = elements_count.get(i, 0) + 1\n    return pairs_count']",100000,1.12441800000002,1.1551627249999996,1.2186448999999868,N/A
p4_sum_array_pairs,prompt_1,2,"['def funcImp(arg1, arg2):\n    count, freq = (0, {})\n    for num in arg1:\n        if arg2 - num in freq:\n            count += freq[arg2 - num]\n        freq[num] = freq.get(num, 0) + 1\n    return count']",1000,0.0065278000000148495,0.006897167999998715,0.008463000000006105,N/A
p4_sum_array_pairs,prompt_1,2,"['def funcImp(arg1, arg2):\n    count, freq = (0, {})\n    for num in arg1:\n        if arg2 - num in freq:\n            count += freq[arg2 - num]\n        freq[num] = freq.get(num, 0) + 1\n    return count']",10000,0.0710014000000001,0.07366086300000063,0.08509460000004765,N/A
p4_sum_array_pairs,prompt_1,2,"['def funcImp(arg1, arg2):\n    count, freq = (0, {})\n    for num in arg1:\n        if arg2 - num in freq:\n            count += freq[arg2 - num]\n        freq[num] = freq.get(num, 0) + 1\n    return count']",100000,1.1134911999999986,1.1386159770000013,1.169331600000021,N/A
p4_sum_array_pairs,prompt_1,3,"['def funcImp(arg1, arg2):\n    count = 0\n    seen = {}\n    for number in arg1:\n        target = arg2 - number\n        if target not in seen:\n            seen[number] = 1\n        else:\n            count += seen[target]\n    return count']",1000,0.0052694999999971515,0.005572449000000574,0.00750599999997803,N/A
p4_sum_array_pairs,prompt_1,3,"['def funcImp(arg1, arg2):\n    count = 0\n    seen = {}\n    for number in arg1:\n        target = arg2 - number\n        if target not in seen:\n            seen[number] = 1\n        else:\n            count += seen[target]\n    return count']",10000,0.05743589999997312,0.05972309700000096,0.0647675000000163,N/A
p4_sum_array_pairs,prompt_1,3,"['def funcImp(arg1, arg2):\n    count = 0\n    seen = {}\n    for number in arg1:\n        target = arg2 - number\n        if target not in seen:\n            seen[number] = 1\n        else:\n            count += seen[target]\n    return count']",100000,0.9396707999999876,0.9606011689999991,0.9820998000000145,N/A
p4_sum_array_pairs,prompt_1,4,"['from typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> int:\n    num_pairs = 0\n    found_values = {}\n    for number in arg1:\n        complement = arg2 - number\n        if complement in found_values:\n            num_pairs += found_values[complement]\n        if number in found_values:\n            found_values[number] += 1\n        else:\n            found_values[number] = 1\n    return num_pairs']",1000,0.0061512999999990825,0.0065911990000000744,0.010808499999996002,N/A
p4_sum_array_pairs,prompt_1,4,"['from typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> int:\n    num_pairs = 0\n    found_values = {}\n    for number in arg1:\n        complement = arg2 - number\n        if complement in found_values:\n            num_pairs += found_values[complement]\n        if number in found_values:\n            found_values[number] += 1\n        else:\n            found_values[number] = 1\n    return num_pairs']",10000,0.06711059999997815,0.0702884999999992,0.0797863000000234,N/A
p4_sum_array_pairs,prompt_1,4,"['from typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> int:\n    num_pairs = 0\n    found_values = {}\n    for number in arg1:\n        complement = arg2 - number\n        if complement in found_values:\n            num_pairs += found_values[complement]\n        if number in found_values:\n            found_values[number] += 1\n        else:\n            found_values[number] = 1\n    return num_pairs']",100000,1.0717455999999856,1.099553596,1.1218279999999368,N/A
p4_sum_array_pairs,prompt_1,5,"['from typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> int:\n    seen = {}\n    count = 0\n    for num in arg1:\n        complement = arg2 - num\n        if complement in seen:\n            count += seen[complement]\n        seen[num] = seen.get(num, 0) + 1\n    return count']",1000,0.00671429999999873,0.00711865799999373,0.010562199999981203,N/A
p4_sum_array_pairs,prompt_1,5,"['from typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> int:\n    seen = {}\n    count = 0\n    for num in arg1:\n        complement = arg2 - num\n        if complement in seen:\n            count += seen[complement]\n        seen[num] = seen.get(num, 0) + 1\n    return count']",10000,0.0723552000000609,0.07552411699999424,0.08503929999994853,N/A
p4_sum_array_pairs,prompt_1,5,"['from typing import List\n\ndef funcImp(arg1: List[int], arg2: int) -> int:\n    seen = {}\n    count = 0\n    for num in arg1:\n        complement = arg2 - num\n        if complement in seen:\n            count += seen[complement]\n        seen[num] = seen.get(num, 0) + 1\n    return count']",100000,1.1244388000000072,1.154688161999992,1.2141580999999633,N/A
p4_sum_array_pairs,prompt_1,6,"['def funcImp(arg1, arg2):\n    pairs = 0\n    hashmap = {}\n    for num in arg1:\n        compliment = arg2 - num\n        if compliment in hashmap:\n            pairs += hashmap[compliment]\n        if num in hashmap:\n            hashmap[num] += 1\n        else:\n            hashmap[num] = 1\n    return pairs']",1000,0.006290299999932358,0.006539550999998482,0.006984900000020389,N/A
