problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p5_find_duplicates_list,prompt_1,1,['def funcImp(arg1):\n    duplicates = [i for i in arg1 if arg1.count(i) > 1]\n    pass'],1000,0.40226350000011735,0.41219579299970066,0.43186660000355914,N/A
p5_find_duplicates_list,prompt_1,1,['def funcImp(arg1):\n    duplicates = [i for i in arg1 if arg1.count(i) > 1]\n    pass'],10000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,1,['def funcImp(arg1):\n    duplicates = [i for i in arg1 if arg1.count(i) > 1]\n    pass'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,2,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = [i for i in set(arg1) if arg1.count(i) > 1]\n    return duplicates'],1000,0.40341949999856297,0.41348765799994,0.4427140999905532,N/A
p5_find_duplicates_list,prompt_1,2,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = [i for i in set(arg1) if arg1.count(i) > 1]\n    return duplicates'],10000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,2,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = [i for i in set(arg1) if arg1.count(i) > 1]\n    return duplicates'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,3,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = [item for item in set(arg1) if arg1.count(item) > 1]\n    return duplicates'],1000,0.4006045999994967,0.4121641690000251,0.4267496999964351,N/A
p5_find_duplicates_list,prompt_1,3,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = [item for item in set(arg1) if arg1.count(item) > 1]\n    return duplicates'],10000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,3,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = [item for item in set(arg1) if arg1.count(item) > 1]\n    return duplicates'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,4,['from typing import List\nfrom collections import Counter\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    count = Counter(arg1)\n    return [item for item in count if count[item] > 1]'],1000,0.004966299995430745,0.005308589999476681,0.007401800001389347,N/A
p5_find_duplicates_list,prompt_1,4,['from typing import List\nfrom collections import Counter\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    count = Counter(arg1)\n    return [item for item in count if count[item] > 1]'],10000,0.054405799994128756,0.05740976999921259,0.06597880000481382,N/A
p5_find_duplicates_list,prompt_1,4,['from typing import List\nfrom collections import Counter\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    count = Counter(arg1)\n    return [item for item in count if count[item] > 1]'],100000,0.8966024999972433,0.9310955320006178,0.982594600005541,N/A
p5_find_duplicates_list,prompt_1,5,"['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    count_dict = {}\n    for num in arg1:\n        if num in count_dict:\n            count_dict[num] += 1\n        else:\n            count_dict[num] = 1\n    duplicates = [num for num, count in count_dict.items() if count > 1]\n    return duplicates']",1000,0.004905599998892285,0.00515868699963903,0.00896880000072997,N/A
p5_find_duplicates_list,prompt_1,5,"['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    count_dict = {}\n    for num in arg1:\n        if num in count_dict:\n            count_dict[num] += 1\n        else:\n            count_dict[num] = 1\n    duplicates = [num for num, count in count_dict.items() if count > 1]\n    return duplicates']",10000,0.05186199999297969,0.05449656499986304,0.06630999999470077,N/A
p5_find_duplicates_list,prompt_1,5,"['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    count_dict = {}\n    for num in arg1:\n        if num in count_dict:\n            count_dict[num] += 1\n        else:\n            count_dict[num] = 1\n    duplicates = [num for num, count in count_dict.items() if count > 1]\n    return duplicates']",100000,0.8900911999953678,0.918954130999482,0.9555868999887025,N/A
p5_find_duplicates_list,prompt_1,6,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = []\n    seen = set()\n    for num in arg1:\n        if num in seen and num not in duplicates:\n            duplicates.append(num)\n        else:\n            seen.add(num)\n    return duplicates'],1000,0.0032844999950611964,0.003410494999116054,0.00473960000090301,N/A
p5_find_duplicates_list,prompt_1,6,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = []\n    seen = set()\n    for num in arg1:\n        if num in seen and num not in duplicates:\n            duplicates.append(num)\n        else:\n            seen.add(num)\n    return duplicates'],10000,0.04104830000142101,0.04359683099915856,0.05382459999236744,N/A
p5_find_duplicates_list,prompt_1,6,['from typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    duplicates = []\n    seen = set()\n    for num in arg1:\n        if num in seen and num not in duplicates:\n            duplicates.append(num)\n        else:\n            seen.add(num)\n    return duplicates'],100000,4.4434164999984205,4.513532058000565,4.591858700005105,N/A
p5_find_duplicates_list,prompt_1,7,"['from collections import Counter\nfrom typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    """"""Find duplicates in a list""""""\n    cnt = Counter(arg1)\n    duplicates = [item for item, count in cnt.items() if count > 1]\n    return duplicates']",1000,0.0037243999977363274,0.003951825999101857,0.005451000004541129,N/A
p5_find_duplicates_list,prompt_1,7,"['from collections import Counter\nfrom typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    """"""Find duplicates in a list""""""\n    cnt = Counter(arg1)\n    duplicates = [item for item, count in cnt.items() if count > 1]\n    return duplicates']",10000,0.03932670000358485,0.04119566800043686,0.04815799999050796,N/A
p5_find_duplicates_list,prompt_1,7,"['from collections import Counter\nfrom typing import List\n\ndef funcImp(arg1: List[int]) -> List[int]:\n    """"""Find duplicates in a list""""""\n    cnt = Counter(arg1)\n    duplicates = [item for item, count in cnt.items() if count > 1]\n    return duplicates']",100000,0.735079299993231,0.7634612379991449,0.7990410000056727,N/A
p5_find_duplicates_list,prompt_1,8,"['def funcImp(arg1):\n    duplicates = []\n    for i in range(len(arg1)):\n        k = i + 1\n        for j in range(k, len(arg1)):\n            if arg1[i] == arg1[j] and arg1[i] not in duplicates:\n                duplicates.append(arg1[i])\n    return duplicates']",1000,1.0449395000032382,1.0684539670002413,1.142081899990444,N/A
p5_find_duplicates_list,prompt_1,8,"['def funcImp(arg1):\n    duplicates = []\n    for i in range(len(arg1)):\n        k = i + 1\n        for j in range(k, len(arg1)):\n            if arg1[i] == arg1[j] and arg1[i] not in duplicates:\n                duplicates.append(arg1[i])\n    return duplicates']",10000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,8,"['def funcImp(arg1):\n    duplicates = []\n    for i in range(len(arg1)):\n        k = i + 1\n        for j in range(k, len(arg1)):\n            if arg1[i] == arg1[j] and arg1[i] not in duplicates:\n                duplicates.append(arg1[i])\n    return duplicates']",100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,9,['def funcImp(arg1):\n    duplicates = [item for item in arg1 if arg1.count(item) > 1]\n    return list(set(duplicates))'],1000,0.39868910000950564,0.8225664670004335,1.0447458999988157,N/A
p5_find_duplicates_list,prompt_1,9,['def funcImp(arg1):\n    duplicates = [item for item in arg1 if arg1.count(item) > 1]\n    return list(set(duplicates))'],10000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,9,['def funcImp(arg1):\n    duplicates = [item for item in arg1 if arg1.count(item) > 1]\n    return list(set(duplicates))'],100000,600.0,600.0,600.0,	 runtime.get_runtime terminated after 600 seconds
p5_find_duplicates_list,prompt_1,10,['def funcImp(arg1):\n    seen = set()\n    duplicates = set()\n    for num in arg1:\n        if num in seen:\n            duplicates.add(num)\n        seen.add(num)\n    return list(duplicates)'],1000,0.0032133999920915812,0.0033200849998684134,0.003579700001864694,N/A
p5_find_duplicates_list,prompt_1,10,['def funcImp(arg1):\n    seen = set()\n    duplicates = set()\n    for num in arg1:\n        if num in seen:\n            duplicates.add(num)\n        seen.add(num)\n    return list(duplicates)'],10000,0.04026999999769032,0.041554137999773956,0.046330599987413734,N/A
p5_find_duplicates_list,prompt_1,10,['def funcImp(arg1):\n    seen = set()\n    duplicates = set()\n    for num in arg1:\n        if num in seen:\n            duplicates.add(num)\n        seen.add(num)\n    return list(duplicates)'],100000,0.6785157999984222,1.2687701830007427,1.4546409999893513,N/A
p5_find_duplicates_list,prompt_1,11,['def funcImp(arg1):\n    dict_count = {}\n    duplicates = []\n    for num in arg1:\n        if num in dict_count:\n            dict_count[num] += 1\n            duplicates.append(num)\n        else:\n            dict_count[num] = 1\n    return duplicates'],1000,0.0036703000077977777,0.003805395999515895,0.005003099999157712,N/A
p5_find_duplicates_list,prompt_1,11,['def funcImp(arg1):\n    dict_count = {}\n    duplicates = []\n    for num in arg1:\n        if num in dict_count:\n            dict_count[num] += 1\n            duplicates.append(num)\n        else:\n            dict_count[num] = 1\n    return duplicates'],10000,0.03991410000890028,0.04061344700035988,0.04627910000272095,N/A
