Size,prompt_name,Function,Min,Average,Max,Minimum Average,Percentage
1000,prompt_1,p3_find_n_smallest_number,0.0010873999563045,0.0057042029173324,0.0260044999886304,0.0051238280602264,11.326977609009704
10000,prompt_1,p3_find_n_smallest_number,0.0102857999736443,0.0669226510722199,0.3600114000146277,0.0524575096697138,27.57496780457634
100000,prompt_1,p3_find_n_smallest_number,0.1597419999889098,0.8728660364022368,3.287351900013164,0.6178363008798915,41.27788139983758
1000,prompt_2,p3_find_n_smallest_number,0.0020868999999947,0.0053905949192979,0.0379923000000417,0.0051238280602264,5.2063975593223395
10000,prompt_2,p3_find_n_smallest_number,0.0171296999906189,0.0553493666566609,0.2130134000326506,0.0524575096697138,5.512760718446212
100000,prompt_2,p3_find_n_smallest_number,0.1609469000250101,0.6591410714952629,1.4479519000160508,0.6178363008798915,6.685390702447756
1000,prompt_3,p3_find_n_smallest_number,0.0011624000035226,0.0051238280602264,0.0172373000532388,0.0051238280602264,0.0
10000,prompt_3,p3_find_n_smallest_number,0.0101007999619469,0.0524575096697138,0.1421231000567786,0.0524575096697138,0.0
100000,prompt_3,p3_find_n_smallest_number,0.1615763999870978,0.6178363008798915,1.6576577000087127,0.6178363008798915,0.0
1000,prompt_4,p3_find_n_smallest_number,0.0011337999603711,0.0057750652099784,0.0333589999936521,0.0051238280602264,12.709972741029588
10000,prompt_4,p3_find_n_smallest_number,0.0105770999798551,0.0625423437200544,0.2258417000412009,0.0524575096697138,19.224767080704673
100000,prompt_4,p3_find_n_smallest_number,0.1625161999836564,0.7426741508598848,1.520447100047022,0.6178363008798915,20.205651529734567
1000,prompt_5,p3_find_n_smallest_number,0.0011689999373629,0.0073236511809388,0.0303234999300912,0.0051238280602264,42.933195549407245
10000,prompt_5,p3_find_n_smallest_number,0.010379199986346,0.0784626611213274,0.4878341000294313,0.0524575096697138,49.57374380779574
100000,prompt_5,p3_find_n_smallest_number,0.2231950999703258,0.8498711942244029,2.512886599986814,0.6178363008798915,37.55604729182455
1000,prompt_6,p3_find_n_smallest_number,0.0011335000162944,0.0061674788426031,0.0487340999534353,0.0051238280602264,20.368575410990385
10000,prompt_6,p3_find_n_smallest_number,0.0101026999764144,0.0624987640899469,0.3307798999594524,0.0524575096697138,19.14169102470832
100000,prompt_6,p3_find_n_smallest_number,0.1587423000019043,0.7211478093028686,5.956681199953891,0.6178363008798915,16.721501840511156
